165,5098,1
165,5722,7
497,3386,2
497,6693,2
498,1215,1
498,9097,1
781,2912,2
781,4659,2
891,1701,6
891,1933,10
891,2235,3
891,2609,12
891,2800,9
891,4777,1
891,4921,1
891,5085,1
891,5362,5
891,6135,3
891,7335,34
891,7387,1
891,9901,1
891,10113,1
948,2911,1
948,4659,1
948,5610,1
948,6531,1
948,8727,3
1215,5315,1
1215,6531,1
1215,8727,1
1215,9097,4
1397,1445,1
1397,4921,2
1397,5085,1
1397,5098,1
1397,5119,1
1397,5123,2
1397,9143,1
1397,9181,2
1397,9525,1
1397,9901,1
1397,9926,1
1397,9953,1
1397,10014,1
1408,1430,3
1408,1441,2
1408,3499,2
1408,4544,1
1408,4921,1
1408,4932,1
1408,5085,2
1408,5098,1
1408,5113,2
1408,5123,1
1408,5671,1
1408,8139,1
1408,9073,1
1408,9140,1
1408,9178,2
1408,9181,2
1408,9431,1
1408,9687,1
1408,9903,3
1408,9928,1
1430,1441,1
1430,3499,5
1430,4921,1
1430,5085,1
1430,5113,11
1430,7864,3
1430,8139,1
1430,9178,2
1430,9181,3
1430,9687,6
1430,9903,7
1441,3499,1
1441,4955,1
1441,5085,4
1441,5113,3
1441,5119,2
1441,5123,2
1441,8139,3
1441,8399,1
1441,9140,3
1441,9143,3
1441,9148,1
1441,9178,2
1441,9181,2
1441,9186,4
1441,9431,1
1441,9905,2
1441,9926,1
1441,9928,2
1441,9929,1
1441,9953,2
1445,2100,1
1445,3312,1
1445,3533,1
1445,4921,1
1445,4930,9
1445,4932,1
1445,4955,1
1445,5085,1
1445,5098,10
1445,5119,2
1445,5123,1
1445,8138,1
1445,8299,1
1445,9097,2
1445,9140,2
1445,9148,3
1445,9178,2
1445,9181,1
1445,9186,2
1445,9456,1
1445,9798,2
1445,9905,3
1445,9926,2
1445,9928,2
1445,9929,1
1445,9953,2
1445,10014,1
1701,2609,2
1701,2800,9
1701,4777,1
1701,5362,5
1701,6135,2
1701,7335,7
1701,7387,1
1701,10113,1
1933,2235,1
1933,2609,4
1933,2800,3
1933,5362,2
1933,7335,10
2025,8435,4
2100,3533,2
2100,4932,1
2100,4955,1
2100,4991,2
2100,5085,1
2100,5113,1
2100,6512,7
2100,8299,8
2100,9148,2
2100,9178,1
2100,9926,1
