22,35,1
22,45,1
22,83,1
22,176,4
22,220,2
22,292,1
22,300,1
22,319,2
22,401,6
22,612,2
22,681,3
22,769,1
22,773,1
22,780,2
22,809,4
22,812,2
22,973,5
22,996,6
22,1035,2
22,1435,2
22,1449,3
22,1530,3
35,42,1
35,176,2
35,220,1
35,300,1
35,359,1
35,401,4
35,428,1
35,612,1
35,681,1
35,769,1
35,809,2
35,812,1
35,877,1
35,973,1
35,996,1
35,1035,1
35,1435,1
35,1449,2
42,45,3
42,83,2
42,176,1
42,220,2
42,300,2
42,401,7
42,769,4
42,773,2
42,780,1
42,809,2
42,812,2
42,877,3
42,996,3
42,1449,1
45,83,1
45,220,5
45,284,4
45,300,1
45,319,1
45,359,1
45,401,9
45,612,6
45,769,8
45,773,2
45,809,1
45,877,2
45,996,11
83,176,1
83,220,2
83,359,1
83,401,6
83,681,2
83,769,1
83,809,3
83,973,1
83,996,2
83,1449,1
83,1530,3
176,220,2
176,292,5
176,300,4
176,401,7
176,681,1
176,769,1
176,780,1
176,809,1
176,812,2
176,877,2
176,973,2
176,996,3
176,1035,2
176,1435,2
176,1449,4
176,1530,4
220,284,2
220,292,1
220,300,2
220,319,1
220,359,1
220,401,13
220,514,4
220,612,2
220,681,2
220,769,3
220,773,1
220,809,1
220,812,1
220,877,1
220,973,4
220,996,4
220,1435,2
220,1449,6
220,1530,7
284,401,1
284,514,1
284,612,3
284,769,4
284,773,1
284,809,1
284,877,2
284,996,3
292,300,4
292,319,1
292,401,2
292,428,1
292,514,2
292,612,1
292,681,1
292,780,1
292,877,1
292,973,1
292,996,1
292,1035,1
292,1449,4
300,319,1
300,401,3
300,428,1
300,514,1
300,681,2
300,780,1
300,809,1
300,812,1
300,877,1
300,996,4
300,1035,1
300,1435,1
300,1449,2
319,401,3
319,428,1
319,612,1
319,681,1
319,780,1
319,877,1
319,996,5
319,1035,1
319,1435,1
319,1449,1
359,401,3
359,612,1
359,681,1
359,769,3
359,773,2
359,877,3
359,973,1
359,996,2
359,1035,1
359,1530,1
401,428,3
401,514,5
401,612,4
401,681,4
401,769,13
401,773,1
401,780,2
401,809,8
401,812,9
401,877,6
401,973,6
401,996,16
401,1035,1
401,1435,6
401,1449,9
401,1530,6
428,612,1
428,681,1
428,769,1
428,812,1
428,996,1
428,1435,2
428,1449,1
514,812,1
514,877,1
514,973,1
514,996,2
514,1449,2
612,769,5
612,773,3
612,809,1
612,877,2
612,996,4
681,780,1
681,809,1
681,973,1
681,996,3
681,1035,1
681,1435,1
681,1449,1
681,1530,1
769,773,8
769,780,1
769,809,5
769,877,4
769,973,1
769,996,10
769,1435,1
773,780,1
773,809,2
773,877,1
773,996,2
780,809,1
780,812,1
780,973,2
780,996,1
780,1035,1
780,1449,1
809,812,1
809,877,3
809,973,2
809,996,2
809,1449,1
809,1530,1
812,996,2
812,1435,1
812,1530,1
877,973,1
877,996,3
877,1449,1
973,996,1
973,1449,3
973,1530,3
996,1435,4
996,1449,2
996,1530,1
1035,1449,2
1435,1449,2
1449,1530,3
