36,44,1
36,51,1
36,182,3
36,236,1
36,318,2
36,358,2
36,449,10
36,514,3
36,622,1
36,803,3
36,809,1
36,915,2
36,931,2
36,1126,1
36,1148,5
36,1200,2
36,1475,4
36,1579,1
36,1633,3
36,1692,2
36,1766,3
44,51,2
44,182,6
44,318,2
44,449,5
44,622,2
44,809,2
44,899,2
44,1148,3
44,1475,1
44,1633,1
44,1692,1
51,182,3
51,236,1
51,318,1
51,430,2
51,449,7
51,514,1
51,622,1
51,944,1
51,1148,5
51,1475,1
51,1633,2
51,1692,1
182,236,2
182,318,12
182,358,5
182,449,8
182,514,1
182,622,2
182,710,1
182,803,3
182,809,3
182,899,1
182,931,2
182,1148,5
182,1475,2
182,1579,1
182,1633,6
182,1692,8
236,358,2
236,430,1
236,449,10
236,514,1
236,803,3
236,809,1
236,899,2
236,931,1
236,944,2
236,1126,1
236,1148,2
236,1200,1
236,1475,1
236,1579,1
236,1633,2
236,1692,2
236,1766,4
318,358,4
318,449,9
318,514,1
318,622,3
318,710,2
318,803,2
318,809,3
318,915,1
318,931,3
318,944,2
318,1126,3
318,1148,5
318,1200,5
318,1579,3
318,1633,8
318,1692,4
318,1766,3
358,449,9
358,622,2
358,710,1
358,803,4
358,809,1
358,931,2
358,1126,3
358,1148,3
358,1200,1
358,1475,1
358,1579,2
358,1633,3
358,1692,2
358,1766,6
430,449,3
430,944,2
430,1126,1
430,1148,6
449,514,2
449,622,3
449,710,4
449,803,6
449,809,3
449,899,5
449,915,5
449,931,5
449,944,6
449,1126,2
449,1148,12
449,1200,3
449,1475,7
449,1579,2
449,1633,10
449,1692,2
449,1766,23
514,809,1
514,915,5
514,931,1
514,1148,2
514,1579,1
514,1633,1
514,1766,2
622,710,1
622,809,3
622,1692,1
622,1766,2
710,899,1
710,915,1
710,1148,5
710,1633,2
710,1692,1
710,1766,4
803,809,1
803,915,1
803,931,1
803,1126,2
803,1148,1
803,1200,1
803,1475,1
803,1579,1
803,1633,3
803,1692,1
803,1766,3
809,915,1
809,944,1
809,1148,1
809,1200,1
809,1579,1
809,1633,2
809,1692,2
899,915,1
899,944,1
899,1148,7
899,1766,4
915,931,1
915,1126,2
915,1148,4
915,1475,2
915,1633,2
915,1766,3
931,944,1
931,1126,3
931,1633,2
931,1692,1
931,1766,8
944,1126,1
944,1148,1
944,1766,5
1126,1148,2
1126,1200,1
1126,1475,1
1126,1633,1
1126,1766,2
1148,1200,1
1148,1475,5
1148,1579,2
1148,1633,5
1148,1692,2
1148,1766,9
1200,1475,1
1200,1579,1
1200,1633,4
1475,1579,1
1475,1633,3
1475,1766,6
1579,1633,2
1579,1766,2
1633,1692,1
1633,1766,4
1692,1766,2
