17,27,1
17,54,1
17,111,1
17,146,2
17,208,3
17,210,5
17,707,2
24,54,2
24,97,3
24,210,3
24,251,1
24,348,1
24,399,2
27,53,1
27,54,1
27,94,1
27,111,1
27,208,2
27,210,2
27,237,1
27,245,1
27,389,1
27,495,1
27,707,2
53,94,5
53,111,2
53,146,2
53,183,1
53,208,1
53,210,2
53,237,2
53,245,1
53,251,1
53,387,2
53,389,1
53,429,2
54,97,2
54,146,3
54,208,1
54,210,4
54,348,3
54,399,2
54,495,1
54,707,2
94,111,2
94,146,2
94,208,1
94,210,2
94,237,2
94,389,1
97,210,3
97,348,1
97,399,3
111,146,3
111,208,1
111,210,5
111,237,3
111,389,2
111,495,1
111,707,1
146,208,4
146,210,6
146,237,3
146,348,2
146,389,1
146,399,2
146,495,1
146,707,3
183,245,3
183,251,6
183,387,1
183,429,1
183,495,1
208,210,8
208,237,4
208,245,1
208,348,2
208,389,3
208,399,1
208,495,5
208,707,3
210,237,2
210,245,1
210,251,1
210,348,3
210,389,2
210,399,3
210,495,2
210,707,5
237,348,1
237,389,4
237,399,2
237,495,1
237,707,1
245,251,3
245,387,2
245,429,2
245,495,1
251,387,1
251,429,1
251,495,2
348,389,1
348,399,2
348,495,1
348,707,4
387,429,8
387,495,1
389,495,2
389,707,1
399,707,2
429,495,1
495,707,2
