6537,10935,2
6537,18362,5
6537,25301,8
6537,25307,11
6537,25332,2
6537,25608,2
6537,41270,14
6537,53879,3
6537,54238,5
6537,54441,2
6537,54722,30
6537,54763,5
6537,54789,4
6537,55113,1
6537,55161,2
6537,61614,13
6537,63916,4
6537,77582,6
6537,80470,1
6537,80820,18
6537,81923,17
6537,81941,1
6537,81957,7
6537,82021,7
6537,84633,5
6537,84638,8
6537,84732,4
6537,96445,6
6537,96467,1
6537,96488,3
6537,96683,2
6537,96714,6
6537,104171,18
6537,108116,1
6537,112105,4
6537,113230,5
6537,121942,3
6537,133688,7
6537,139669,6
6537,140217,8
6537,140341,20
6537,140362,3
6537,140379,7
6537,140530,4
6537,140554,5
6537,144526,4
6537,158216,7
10935,17619,3
10935,18362,1
10935,25301,6
10935,25307,5
10935,25332,4
10935,25608,1
10935,41270,2
10935,54238,1
10935,54441,2
10935,54722,31
10935,55113,3
10935,55161,3
10935,61466,1
10935,61614,16
10935,63916,1
10935,77582,3
10935,80470,2
10935,80820,3
10935,81923,25
10935,82021,10
10935,84633,1
10935,84732,5
10935,96445,32
10935,96683,3
10935,96714,4
10935,104171,7
10935,112105,5
10935,113230,4
10935,133688,7
10935,139669,2
10935,140217,1
10935,140341,31
10935,140554,5
10935,144526,11
10935,158216,4
17619,18362,3
17619,25301,6
17619,25307,10
17619,25332,3
17619,25608,4
17619,41270,6
17619,53879,1
17619,54238,8
17619,54441,4
17619,54722,12
17619,54763,3
17619,54789,3
17619,55113,1
17619,55161,5
17619,61614,17
17619,63916,1
17619,77582,1
17619,80470,3
17619,80820,7
17619,81923,4
17619,81941,4
17619,82021,3
17619,84633,2
17619,84732,2
17619,96445,4
17619,96467,1
17619,96488,3
17619,96683,2
17619,96714,7
17619,104171,9
17619,108116,6
17619,112105,4
17619,113230,4
17619,121942,3
17619,133688,2
17619,140217,5
17619,140341,9
17619,140362,4
17619,140379,2
17619,140530,1
17619,140554,5
17619,144526,1
17619,158216,1
18362,25301,2
18362,25307,1
18362,25332,5
18362,54722,7
18362,54789,1
18362,55113,2
18362,55161,3
18362,61614,2
18362,63916,2
18362,77582,1
18362,80470,1
18362,80820,1
18362,81923,1
18362,81957,1
18362,82021,3
18362,84638,1
18362,84732,6
18362,96445,2
18362,96488,2
18362,96683,2
18362,96714,1
18362,104171,2
18362,112105,3
18362,113230,2
18362,140217,1
18362,140341,6
18362,140362,1
18362,140379,2
18362,140530,3
18362,140554,3
18362,144526,1
18362,158216,1
25301,41270,9
25301,53879,1
25301,54238,9
25301,54441,6
25301,54722,25
25301,54763,12
25301,54789,1
25301,55113,2
25301,61614,20
25301,77582,1
25301,80470,5
25301,80820,11
25301,81923,12
25301,81941,5
25301,81957,3
25301,82021,11
25301,84633,1
25301,84732,8
25301,96445,18
25301,96467,7
25301,96488,1
25301,96683,3
25301,96714,10
25301,104171,14
25301,108116,4
25301,112105,5
25301,113230,2
25301,121942,5
25301,133688,7
25301,139669,3
25301,140217,6
25301,140341,18
25301,140362,12
25301,140379,1
25301,140530,2
25301,140554,8
25301,144526,8
25301,158216,4
25307,41270,13
25307,53879,15
25307,54238,7
25307,54441,11
25307,54722,16
25307,54763,4
25307,54789,1
25307,55161,4
25307,61466,1
25307,61614,31
25307,63916,3
25307,77582,3
25307,80470,1
25307,80820,11
25307,81923,16
25307,81941,2
25307,81957,7
25307,82021,4
25307,84633,4
25307,84638,3
25307,84732,2
25307,96445,9
25307,96467,3
25307,96488,5
25307,96683,2
25307,96714,8
25307,104171,24
25307,108116,5
25307,112105,2
25307,113230,26
25307,121942,10
25307,133688,10
