290,629,3
290,725,2
290,733,1
298,301,8
298,449,1
298,614,4
298,629,2
298,687,6
298,707,1
298,720,4
298,725,3
298,733,2
298,799,1
298,1066,4
301,343,2
301,449,2
301,480,3
301,603,1
301,614,7
301,629,7
301,687,10
301,720,3
301,725,2
301,733,2
301,981,1
301,1066,4
343,615,1
343,725,3
343,799,1
449,614,2
449,629,8
449,687,1
449,707,1
449,720,4
449,725,4
449,733,2
449,799,3
449,1066,2
480,614,4
480,629,10
480,687,1
480,707,1
480,720,4
480,725,1
480,733,3
480,799,7
480,1066,5
600,614,5
600,629,3
600,720,4
600,733,2
600,799,1
600,1066,1
603,733,3
603,799,1
603,1066,1
614,629,2
614,707,1
614,725,1
614,799,1
614,1049,2
614,1066,1
615,725,1
629,687,1
629,691,2
629,707,1
629,720,4
629,725,1
629,733,12
629,799,8
629,981,2
629,1049,1
629,1066,2
687,720,1
687,725,1
687,799,4
691,720,1
691,742,1
691,799,2
707,720,1
707,1066,1
720,725,2
720,799,1
720,1066,8
725,733,1
725,784,2
725,981,1
725,1066,1
733,799,1
733,981,2
733,1049,1
799,1066,3
1049,1066,2
